cause_of_death,chapter,count,year,sex,cause_of_death_map
"Dyslexia and other symbolic dysfunctions, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Voice disturbances,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
General symptoms and signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",391,2017,Females,
Fever of unknown origin,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Headache,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Pain, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Malaise and fatigue,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",62,2017,Females,
Senility,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",158,2017,Females,
Syncope and collapse,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Convulsions, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",6,2017,Females,
"Shock, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",9,2017,Females,
"Haemorrhage, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",3,2017,Females,
Enlarged lymph nodes,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Oedema, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Hyperhidrosis,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Lack of expected normal physiological development,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Symptoms and signs concerning food and fluid intake,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",5,2017,Females,
Cachexia,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",12,2017,Females,
Systemic Inflammatory Response Syndrome [SIRS],"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other general symptoms and signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",136,2017,Females,
Unknown and unspecified causes of morbidity,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Abnormal findings on examination of blood, without diagnosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormality of red blood cells,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Abnormality of white blood cells, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Elevated blood glucose level,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal serum enzyme levels,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Laboratory evidence of human immunodeficiency virus [HIV],"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other abnormal immunological findings in serum,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other abnormalities of plasma proteins,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Findings of drugs and other substances, not normally found in blood","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other abnormal findings of blood chemistry,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Abnormal findings on examination of urine, without diagnosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Isolated proteinuria,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Glycosuria,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other abnormal findings in urine,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal findings in cerebrospinal fluid,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal findings in specimens from respiratory organs and thorax,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal findings in specimens from digestive organs and abdominal cavity,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal findings in specimens from male genital organs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal findings in specimens from female genital organs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Abnormal findings in specimens from other organs, systems and tissues","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Abnormal findings on diagnostic imaging and in function studies, without diagnosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal findings on diagnostic imaging of central nervous system,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal findings on diagnostic imaging of lung,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal findings on diagnostic imaging of breast,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal findings on diagnostic imaging of other body structures,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormal results of function studies,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Ill-defined and unknown causes of mortality,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",471,2017,Females,
Sudden infant death syndrome,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",10,2017,Females,
"Other sudden death, cause unknown","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Unattended death,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other ill-defined and unspecified causes of mortality,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",461,2017,Females,
Transport accidents,External causes of morbidity and mortality,352,2017,Females,Transport Accidents
Pedestrian injured in transport accident,External causes of morbidity and mortality,64,2017,Females,
Pedestrian injured in collision with pedal cycle,External causes of morbidity and mortality,1,2017,Females,
Pedestrian injured in collision with two- or three-wheeled motor vehicle,External causes of morbidity and mortality,3,2017,Females,
"Pedestrian injured in collision with car, pick-up truck or van",External causes of morbidity and mortality,45,2017,Females,
Pedestrian injured in collision with heavy transport vehicle or bus,External causes of morbidity and mortality,10,2017,Females,
